date,Goodnessfit,daily,confirmed_cases,active_cases,Recovered,total_deaths,total_tests,one dose of vacination,fully_vaccinated,total_vaccinations,,confirmed_cases_log,active_cases_log,discharged_cases_log,total_deaths_log,one dose of vacination_log,fully_vaccinated_log,Days,Fration_one dose of vacination,Fration_fully_vaccinated,Fration_total_vaccinations
4/20/2020,1,52,665,455,188,22,7153,,,,,2.822821645,2.658011397,2.274157849,1.342422681,,,,0,0,0
4/21/2020,1,53,782,563,194,25,7153,,,,,2.893206753,2.750508395,2.28780173,1.397940009,,,,0,0,0
4/22/2020,1,54,873,648,197,28,7153,,,,,2.941014244,2.811575006,2.294466226,1.447158031,,,,0,0,0
4/23/2020,1,55,981,753,197,31,10061,,,,,2.991669007,2.876794976,2.294466226,1.491361694,,,,0,0,0
4/24/2020,1,56,1095,855,208,32,10061,,,,,3.039414119,2.931966115,2.318063335,1.505149978,,,,0,0,0
4/25/2020,1,57,1182,925,222,35,10918,,,,,3.072617477,2.966141733,2.346352974,1.544068044,,,,0,0,0
4/26/2020,1,58,1273,994,239,40,10918,,,,,3.104828404,2.997386384,2.378397901,1.602059991,,,,0,0,0
4/27/2020,1,59,1337,1042,255,40,10918,,,,,3.126131407,3.017867719,2.40654018,1.602059991,,,,0,0,0
4/28/2020,1,60,1532,1233,255,44,12004,,,,,3.185258765,3.090963077,2.40654018,1.643452676,,,,0,0,0
4/29/2020,1,61,1728,1370,307,51,12828,,,,,3.237543738,3.136720567,2.487138375,1.707570176,,,,0,0,0
4/30/2020,1,62,1932,1555,319,58,12828,,,,,3.286007122,3.191730393,2.503790683,1.763427994,,,,0,0,0
5/1/2020,1,63,2170,1783,319,68,15759,,,,,3.336459734,3.251151343,2.503790683,1.832508913,,,,0,0,0
5/2/2020,1,64,2388,1918,385,85,15759,,,,,3.378034322,3.282848603,2.58546073,1.929418926,,,,0,0,0
5/3/2020,1,65,2558,2071,400,87,16588,,,,,3.40790054,3.316180099,2.602059991,1.939519253,,,,0,0,0
5/4/2020,1,66,2802,2292,417,93,18536,,,,,3.447468131,3.360214613,2.620136055,1.968482949,,,,0,0,0
5/5/2020,1,67,2950,2371,481,98,19512,,,,,3.469822016,3.374931554,2.682145076,1.991226076,,,,0,0,0
5/6/2020,1,68,3145,2508,534,103,21208,,,,,3.49762065,3.399327532,2.727541257,2.012837225,,,,0,0,0
5/7/2020,1,69,3526,2818,601,107,22492,,,,,3.547282308,3.449940989,2.778874472,2.029383778,,,,0,0,0
5/8/2020,1,70,3912,3194,601,117,23835,,,,,3.592398846,3.504334912,2.778874472,2.068185862,,,,0,0,0
5/9/2020,1,71,4151,3422,601,128,23835,,,,,3.618152733,3.534280005,2.778874472,2.10720997,,,,0,0,0
5/10/2020,1,72,4399,3478,778,143,23835,,,,,3.643353962,3.541329578,2.890979597,2.155336037,,,,0,0,0
5/11/2020,1,73,4641,3589,902,150,27078,,,,,3.666611568,3.554973458,2.955206538,2.176091259,,,,0,0,0
5/12/2020,1,74,4787,3670,959,158,28418,,,,,3.680063427,3.564666064,2.981818607,2.198657087,,,,0,0,0
5/13/2020,1,75,4971,3737,1070,164,29408,,,,,3.696443763,3.572523098,3.029383778,2.214843848,,,,0,0,0
5/14/2020,1,76,5162,3925,1070,167,30657,,,,,3.712818,3.593839661,3.029383778,2.222716471,,,,0,0,0
5/15/2020,1,77,5445,3954,1320,171,30657,,,,,3.735997884,3.597036665,3.120573931,2.23299611,,,,0,0,0
5/16/2020,1,78,5621,3973,1472,176,32942,,,,,3.749813585,3.599118565,3.16790781,2.245512668,,,,0,0,0
5/17/2020,1,79,5959,4183,1594,182,33970,,,,,3.775173385,3.621487865,3.202488317,2.260071388,,,,0,0,0
5/18/2020,1,80,6175,4340,1644,191,35345,,,,,3.790636962,3.63748973,3.215901813,2.281033367,,,,0,0,0
5/19/2020,1,81,6401,4475,1734,192,36899,,,,,3.806247827,3.65079304,3.239049093,2.283301229,,,,0,0,0
5/20/2020,1,82,6677,4637,1840,200,38231,,,,,3.824581376,3.666237096,3.264817823,2.301029996,,,,0,0,0
5/21/2020,1,83,7016,4965,1840,211,38231,,,,,3.84608958,3.695919253,3.264817823,2.324282455,,,,0,0,0
5/22/2020,1,84,7261,5033,2007,221,41907,,,,,3.860996437,3.70182693,3.302547372,2.344392274,,,,0,0,0
5/23/2020,1,85,7526,5131,2174,221,43328,,,,,3.876564214,3.710202015,3.33725954,2.344392274,,,,0,0,0
5/24/2020,1,86,7839,5350,2263,226,44458,,,,,3.894260664,3.728353782,3.354684554,2.354108439,,,,0,0,0
5/25/2020,1,87,8068,5524,2311,233,45683,,,,,3.90676589,3.74225367,3.363799945,2.367355921,,,,0,0,0
5/26/2020,1,88,8344,5710,2385,249,46803,,,,,3.921374295,3.756636108,3.377488383,2.396199347,,,,0,0,0
5/27/2020,1,89,8733,5978,2501,254,48544,,,,,3.94116346,3.776555911,3.398113692,2.404833717,,,,0,0,0
5/28/2020,1,90,8915,6064,2592,259,49966,,,,,3.950121348,3.782759193,3.413634997,2.413299764,,,,0,0,0
5/29/2020,1,91,9302,6344,2697,261,58726,,,,,3.968576335,3.802363174,3.430880946,2.416640507,,,,0,0,0
5/30/2020,1,92,9855,6726,2856,273,60825,,,,,3.993656629,3.827756863,3.455758203,2.436162647,,,,0,0,0
5/31/2020,1,93,10162,6868,3007,287,60825,,,,,4.006979191,3.836830286,3.478133428,2.457881897,,,,0,0,0
6/1/2020,1,94,10578,7157,3122,299,63882,,,,,4.024403563,3.854731017,3.494432899,2.475671188,,,,0,0,0
6/2/2020,1,95,10819,7266,3239,314,65885,,,,,4.034187121,3.861295394,3.510410948,2.496929648,,,,0,0,0
6/3/2020,1,96,11166,7522,3329,315,69801,,,,,4.047897624,3.876333329,3.522313795,2.498310554,,,,0,0,0
6/4/2020,1,97,11516,7658,3535,323,71336,,,,,4.061301656,3.884115362,3.548389418,2.509202522,,,,0,0,0
6/5/2020,1,98,11844,7815,3696,333,73064,,,,,4.073498399,3.892928982,3.567731963,2.522444234,,,,0,0,0
6/6/2020,1,99,12233,8065,3826,342,74999,,,,,4.087532976,3.906604372,3.582744966,2.534026106,,,,0,0,0
6/7/2020,1,100,12486,8173,3959,354,76802,,,,,4.096423331,3.912381499,3.597585502,2.549003262,,,,0,0,0
6/8/2020,1,101,12801,8400,4040,361,78244,,,,,4.107243898,3.924279286,3.606381365,2.557507202,,,,0,0,0
6/9/2020,1,102,13464,8893,4206,365,79948,,,,,4.129174103,3.949048292,3.623869268,2.562292864,,,,0,0,0
6/10/2020,1,103,13873,9140,4351,382,82935,,,,,4.142170386,3.960946196,3.638589083,2.582063363,,,,0,0,0
6/11/2020,1,104,14554,9673,4494,387,85375,,,,,4.162982371,3.985561188,3.652633068,2.587710965,,,,0,0,0
6/12/2020,1,105,15181,9891,4891,399,85375,,,,,4.18130038,3.995240202,3.689397663,2.600972896,,,,0,0,0
6/13/2020,1,106,15682,10174,5101,407,90464,,,,,4.19540145,4.007491733,3.707655324,2.609594409,,,,0,0,0
6/14/2020,1,107,16085,10445,5220,420,92924,,,,,4.206421065,4.018908444,3.717670503,2.62324929,,,,0,0,0
6/15/2020,1,108,16658,10885,5349,424,94323,,,,,4.221622858,4.036828433,3.728272598,2.627365857,,,,0,0,0
6/16/2020,1,109,17148,11070,5623,455,96402,,,,,4.234213475,4.044147621,3.749968084,2.658011397,,,,0,0,0
6/17/2020,1,110,17735,11299,5967,469,96402,,,,,4.248831193,4.053040009,3.775756038,2.671172843,,,,0,0,0
6/18/2020,1,111,18480,11698,6307,475,106006,,,,,4.266701967,4.068111617,3.799822831,2.67669361,,,,0,0,0
6/19/2020,1,112,19147,12079,6581,487,108548,,,,,4.282100737,4.082030981,3.818291891,2.687528961,,,,0,0,0
6/20/2020,1,113,19808,12584,6718,506,111052,,,,,4.296840627,4.09981871,3.82724,2.704150517,,,,0,0,0
6/21/2020,1,114,20244,12847,6879,518,113575,,,,,4.306296329,4.108801724,3.837525309,2.71432976,,,,0,0,0
6/22/2020,1,115,20919,13285,7109,525,115760,,,,,4.32054092,4.123361559,3.851808514,2.720159303,,,,0,0,0
6/23/2020,1,116,21371,13500,7338,533,117569,,,,,4.329824844,4.130333768,3.865577707,2.726727209,,,,0,0,0
6/24/2020,1,117,22020,13865,7613,542,120108,,,,,4.342817315,4.141919874,3.88155583,2.733999287,,,,0,0,0
6/25/2020,1,118,22614,14452,7613,549,122155,,,,,4.354377388,4.159927953,3.88155583,2.739572344,,,,0,0,0
6/26/2020,1,119,23298,14491,8253,554,122155,,,,,4.367318641,4.161098356,3.916611845,2.743509765,,,,0,0,0
6/27/2020,1,120,24077,15266,8253,558,127158,,,,,4.381602373,4.183725258,3.916611845,2.746634199,,,,0,0,0
6/28/2020,1,121,24567,14995,9007,565,130164,,,,,4.390352126,4.17594647,3.954580163,2.752048448,,,,0,0,0
6/29/2020,1,122,25133,15158,9402,573,132304,,,,,4.400244331,4.180641903,3.973220247,2.758154622,,,,0,0,0
6/30/2020,1,123,25694,15358,9746,590,134257,,,,,4.40983172,4.186334663,3.988826407,2.770852012,,,,0,0,0
7/1/2020,1,124,26484,16135,9746,603,138462,,,,,4.422983579,4.20776897,3.988826407,2.780317312,,,,0,0,0
7/2/2020,1,125,27110,15693,10801,616,141525,,,,,4.433129518,4.195705975,4.033463966,2.789580712,,,,0,0,0
7/3/2020,1,126,27564,16135,10801,628,144833,,,,,4.440342241,4.20776897,4.033463966,2.797959644,,,,0,0,0
7/4/2020,1,127,28167,16071,11462,634,148188,,,,,4.449740594,4.206042901,4.059260404,2.802089258,,,,0,0,0
7/5/2020,1,128,28711,16401,11665,645,151121,,,,,4.458048319,4.214870329,4.066884743,2.809559715,,,,0,0,0
7/6/2020,1,129,29286,16804,11828,654,152952,,,,,4.466660058,4.225412673,4.072911316,2.815577748,,,,0,0,0
7/7/2020,1,130,29879,17102,12108,669,152952,,,,,4.475366058,4.233046902,4.083072412,2.825426118,,,,0,0,0
7/8/2020,1,131,30249,17192,12373,684,169629,,,,,4.480711022,4.235326402,4.092475013,2.835056102,,,,0,0,0
7/9/2020,1,132,30748,17513,12546,689,171931,,,,,4.487816872,4.243360548,4.098505283,2.838219222,,,,0,0,0
7/10/2020,1,133,31323,17819,12795,709,175656,,,,,4.49586335,4.250883328,4.10704029,2.850646235,,,,0,0,0
7/11/2020,1,134,31987,18160,13103,724,178265,,,,,4.50497351,4.259115844,4.117370741,2.859738566,,,,0,0,0
7/12/2020,1,135,32558,18371,13447,740,181248,,,,,4.512657719,4.264132797,4.128625405,2.86923172,,,,0,0,0
7/13/2020,1,136,33153,18738,13671,744,183294,,,,,4.520522834,4.272723235,4.135800283,2.871572936,,,,0,0,0
7/14/2020,1,137,33616,19070,13792,754,183294,,,,,4.526546035,4.280350693,4.139627248,2.877371346,,,,0,0,0
7/15/2020,1,138,34259,19500,13999,760,199016,,,,,4.534774682,4.290034611,4.146097014,2.880813592,,,,0,0,0
7/16/2020,1,139,34854,19793,14292,769,202097,,,,,4.542252627,4.296511625,4.155093008,2.88592634,,,,0,0,0
7/17/2020,1,140,35454,20049,14633,772,206422,,,,,4.54966524,4.302092716,4.165333373,2.8876173,,,,0,0,0
7/18/2020,1,141,36107,20391,14938,778,209446,,,,,4.557591406,4.309438525,4.174292455,2.890979597,,,,0,0,0
7/19/2020,1,142,36663,20769,15105,789,212201,,,,,4.564227999,4.317415586,4.17912073,2.897077003,,,,0,0,0
7/20/2020,1,143,37225,21091,15333,801,212201,,,,,4.570834706,4.324097172,4.185627136,2.903632516,,,,0,0,0
7/21/2020,1,144,37801,21319,15677,805,218223,,,,,4.577503289,4.32876683,4.195262958,2.90579588,,,,0,0,0
7/22/2020,1,145,38344,21716,15815,813,247825,,,,,4.583697416,4.336779833,4.199069196,2.910090546,,,,0,0,0
7/23/2020,1,146,38948,22054,16061,833,251893,,,,,4.590485161,4.34348737,4.205772582,2.920645001,,,,0,0,0
7/24/2020,1,147,39539,22135,16559,845,256038,,,,,4.597025681,4.345079526,4.219034106,2.926856709,,,,0,0,0
7/25/2020,1,148,39977,22173,16948,856,259516,,,,,4.6018102,4.345824457,4.229118455,2.932473765,,,,0,0,0
7/26/2020,1,149,40532,22300,17374,858,262579,,,,,4.607798034,4.348304863,4.239899817,2.933487288,,,,0,0,0
7/27/2020,1,150,41180,22117,18203,860,267842,,,,,4.614686342,4.344726218,4.260142969,2.934498451,,,,0,0,0
7/28/2020,1,151,41804,22172,18764,868,272748,,,,,4.621217839,4.34580487,4.273325424,2.938519725,,,,0,0,0
7/29/2020,1,152,42208,22331,19004,873,276053,,,,,4.625394774,4.348908172,4.278845022,2.941014244,,,,0,0,0
7/30/2020,1,153,42689,22541,19270,878,279675,,,,,4.630315981,4.352973179,4.284881715,2.943494516,,,,0,0,0
7/31/2020,1,154,43151,22707,19565,879,279675,,,,,4.634990865,4.35615976,4.291479852,2.943988875,,,,0,0,0
8/1/2020,1,155,43537,22567,20087,883,286091,,,,,4.6388585,4.353473829,4.30291508,2.945960704,,,,0,0,0
8/2/2020,1,156,43841,22645,20308,888,287532,,,,,4.641880452,4.354972325,4.307667155,2.948412966,,,,0,0,0
8/3/2020,1,157,44129,22570,20663,896,289133,,,,,4.644724086,4.353531559,4.315193376,2.95230801,,,,0,0,0
8/4/2020,1,158,44433,11672,31851,910,304221,,,,,4.647705637,4.067145279,4.503123072,2.959041392,,,,0,0,0
8/5/2020,1,159,44890,11798,32165,927,304221,,,,,4.652149605,4.071808392,4.507383556,2.967079734,,,,0,0,0
8/6/2020,1,160,45244,11884,32430,930,306894,,,,,4.655560994,4.074962643,4.510946949,2.968482949,,,,0,0,0
8/7/2020,1,161,45687,12114,32637,936,310729,,,,,4.659792641,4.083287569,4.513710231,2.971275849,,,,0,0,0
8/8/2020,1,162,46140,12154,33044,942,314632,,,,,4.66407759,4.084719232,4.519092613,2.974050903,,,,0,0,0
8/9/2020,1,163,46577,12588,33044,945,317496,,,,,4.668171512,4.099956734,4.519092613,2.975431809,,,,0,0,0
8/10/2020,1,164,46867,12571,33346,950,319851,,,,,4.670867155,4.099369826,4.523043746,2.977723605,,,,0,0,0
8/11/2020,1,165,47290,12725,33609,956,319851,,,,,4.674769314,4.104657791,4.526455591,2.980457892,,,,0,0,0
8/12/2020,1,166,47743,13178,33609,956,338084,,,,,4.678909705,4.119849503,4.526455591,2.980457892,,,,0,0,0
8/13/2020,1,167,48116,12841,34309,966,341421,,,,,4.682289516,4.108598846,4.53540806,2.984977126,,,,0,0,0
8/14/2020,1,168,48445,11474,35998,973,344397,,,,,4.68524896,4.059714846,4.556278373,2.98811284,,,,0,0,0
8/15/2020,1,169,48770,11808,35988,974,344397,,,,,4.688152756,4.072176344,4.556157712,2.988558957,,,,0,0,0
8/16/2020,1,170,49068,11596,36497,975,350589,,,,,4.690798357,4.064308207,4.562257168,2.989004616,,,,0,0,0
8/17/2020,1,171,49485,11674,36834,977,352625,,,,,4.694473575,4.067219689,4.566248884,2.989894564,,,,0,0,0
8/18/2020,1,172,49895,11863,37051,981,355196,,,,,4.698057027,4.07419453,4.568799934,2.991669007,,,,0,0,0
8/19/2020,1,173,50488,12452,37051,985,363331,,,,,4.703188167,4.095239112,4.568799934,2.99343623,,,,0,0,0
8/20/2020,1,174,50964,12403,37569,992,366244,,,,,4.707263507,4.093526744,4.574829635,2.996511672,,,,0,0,0
8/21/2020,1,175,51304,12423,37885,996,369904,,,,,4.710151227,4.094226485,4.578467292,2.998259338,,,,0,0,0
8/22/2020,1,176,51905,12141,38767,997,374077,,,,,4.715209195,4.084254459,4.588462194,2.998695158,,,,0,0,0
8/23/2020,1,177,52227,12280,38945,1002,378023,,,,,4.71789508,4.089198367,4.590451708,3.000867722,,,,0,0,0
8/24/2020,1,178,52548,12287,39257,1004,379542,,,,,4.720556191,4.089445858,4.593917108,3.001733713,,,,0,0,0
8/25/2020,1,179,52800,11829,39964,1007,383130,,,,,4.722633923,4.072948032,4.60166895,3.003029471,,,,0,0,0
8/26/2020,1,180,53021,11730,40281,1010,388346,,,,,4.724447914,4.069298012,4.605100244,3.004321374,,,,0,0,0
8/27/2020,1,181,53317,11580,40726,1011,391502,,,,,4.726865705,4.063708559,4.609871757,3.004751156,,,,0,0,0
8/28/2020,1,182,53477,11740,40726,1011,394524,,,,,4.728167036,4.069668097,4.609871757,3.004751156,,,,0,0,0
8/29/2020,1,183,53727,11402,41314,1011,398304,,,,,4.730192591,4.056981037,4.616097245,3.004751156,,,,0,0,0
8/30/2020,1,184,53865,11339,41513,1013,402070,,,,,4.731306664,4.054574755,4.618184119,3.005609445,,,,0,0,0
8/31/2020,1,185,54008,11357,41638,1013,403347,,,,,4.732458095,4.055263626,4.619489861,3.005609445,,,,0,0,0
9/1/2020,1,186,54247,11586,41638,1023,403347,,,,,4.734375726,4.063933524,4.619489861,3.009875634,,,,0,0,0
9/2/2020,1,187,54463,10997,42439,1027,411077,,,,,4.73610156,4.041274225,4.627765142,3.011570444,,,,0,0,0
9/3/2020,1,188,54587,10912,42627,1048,413265,,,,,4.737089227,4.037904357,4.629684769,3.020361283,,,,0,0,0
9/4/2020,1,189,54743,11065,42627,1051,413265,,,,,4.738328594,4.043951418,4.629684769,3.021602716,,,,0,0,0
9/5/2020,1,190,54905,11224,42627,1054,417398,,,,,4.739611896,4.050147658,4.629684769,3.022840611,,,,0,0,0
9/6/2020,1,191,55005,10935,43013,1057,420543,,,,,4.740402169,4.038818787,4.633599734,3.024074987,,,,0,0,0
9/7/2020,1,192,55160,10868,43231,1061,424186,,,,,4.741624258,4.03614963,4.635795282,3.025715384,,,,0,0,0
9/8/2020,1,193,55456,11055,43334,1067,426803,,,,,4.743948541,4.043558747,4.636828779,3.028164419,,,,0,0,0
9/9/2020,1,194,55632,10952,43610,1070,430712,,,,,4.745324673,4.039493435,4.639586087,3.029383778,,,,0,0,0
9/10/2020,1,195,55829,10944,43810,1075,433206,,,,,4.746859849,4.039176084,4.641573253,3.031408464,,,,0,0,0
9/11/2020,1,196,56017,10943,43998,1076,436231,,,,,4.748319846,4.039136399,4.643432935,3.031812271,,,,0,0,0
9/12/2020,1,197,56177,11011,44088,1078,438135,,,,,4.749558543,4.041826763,4.644320398,3.032618761,,,,0,0,0
9/13/2020,1,198,56256,11022,44152,1082,440248,,,,,4.750168849,4.042260407,4.644950381,3.034227261,,,,0,0,0
9/14/2020,1,199,56388,10968,44337,1083,442075,,,,,4.751186691,4.040127442,4.646766304,3.034628457,,,,0,0,0
9/15/2020,1,200,56478,10960,44430,1088,443987,,,,,4.751879309,4.039810554,4.647676313,3.036628895,,,,0,0,0
9/16/2020,1,201,56604,11083,44430,1091,443987,,,,,4.752847122,4.044657333,4.647676313,3.037824751,,,,0,0,0
9/17/2020,1,202,56735,7550,48092,1093,443987,,,,,4.753851059,3.877946952,4.682072838,3.038620162,,,,0,0,0
9/18/2020,1,203,56956,7770,48092,1094,472191,,,,,4.755539481,3.890421019,4.682072838,3.039017322,,,,0,0,0
9/19/2020,1,204,57145,7619,48431,1095,472191,,,,,4.756978237,3.881897974,4.685123436,3.039414119,,,,0,0,0
9/20/2020,1,205,57242,7575,48569,1098,472191,,,,,4.757714799,3.879382637,4.686359162,3.04060234,,,,0,0,0
9/21/2020,1,206,57437,7663,48674,1100,480874,,,,,4.759191748,3.884398826,4.687297038,3.041392685,,,,0,0,0
9/22/2020,1,207,57613,7677,48836,1100,480874,,,,,4.76052049,3.885191541,4.688740085,3.041392685,,,,0,0,0
9/23/2020,1,208,57724,7637,48985,1102,484051,,,,,4.761356418,3.882922791,4.690063112,3.042181595,,,,0,0,0
9/24/2020,1,209,57849,7762,48985,1102,484051,,,,,4.762295856,3.889973638,4.690063112,3.042181595,,,,0,0,0
9/25/2020,1,210,58062,7974,48985,1103,494577,,,,,4.763891991,3.901676231,4.690063112,3.042575512,,,,0,0,0
9/26/2020,1,211,58198,7370,49722,1106,502545,,,,,4.76490806,3.867467488,4.696548589,3.043755127,,,,0,0,0
9/27/2020,1,212,58324,7422,49794,1108,502545,,,,,4.765847301,3.87052095,4.697177015,3.04453976,,,,0,0,0
9/28/2020,1,213,58460,7454,49895,1111,507006,,,,,4.766858811,3.872389388,4.698057027,3.045714059,,,,0,0,0
9/29/2020,1,214,58647,7599,49937,1111,509555,,,,,4.768245801,3.880756445,4.698422448,3.045714059,,,,0,0,0
9/30/2020,1,215,58848,7799,49937,1112,509555,,,,,4.769731708,3.89203892,4.698422448,3.046104787,,,,0,0,0
10/1/2020,1,216,59001,7437,50452,1112,509555,,,,,4.770859373,3.871397781,4.702878387,3.046104787,,,,0,0,0
10/2/2020,1,217,59127,7422,50593,1112,509555,,,,,4.771785844,3.87052095,4.704090432,3.046104787,,,,0,0,0
10/3/2020,1,218,59287,7456,50718,1113,520797,,,,,4.772959475,3.872505899,4.705162119,3.046495164,,,,0,0,0
10/4/2020,1,219,59345,7464,50768,1113,532765,,,,,4.773384134,3.872971631,4.705590055,3.046495164,,,,0,0,0
10/5/2020,1,220,59465,7401,50951,1113,536695,,,,,4.774261423,3.869290404,4.707152712,3.046495164,,,,0,0,0
10/6/2020,1,221,59583,7162,51308,1113,536695,,,,,4.775122366,3.855034317,4.710185086,3.046495164,,,,0,0,0
10/7/2020,1,222,59738,7222,51403,1113,543415,,,,,4.776250679,3.858657484,4.710988466,3.046495164,,,,0,0,0
10/8/2020,1,223,59841,7177,51551,1113,545364,,,,,4.776998842,3.855942946,4.712237094,3.046495164,,,,0,0,0
10/9/2020,1,224,59992,7265,51614,1113,545364,,,,,4.778093341,3.861235619,4.712767517,3.046495164,,,,0,0,0
10/10/2020,1,225,60103,7277,51711,1115,551362,,,,,4.77889615,3.861952375,4.713582936,3.047274867,,,,0,0,0
10/11/2020,1,226,60266,7416,51735,1115,553037,,,,,4.780072367,3.870169721,4.713784453,3.047274867,,,,0,0,0
10/12/2020,1,227,60430,7370,51945,1115,554006,,,,,4.781252594,3.867467488,4.715543751,3.047274867,,,,0,0,0
10/13/2020,1,228,60655,7533,52006,1116,558313,,,,,4.782866607,3.876967967,4.716053452,3.047664195,,,,0,0,0
10/14/2020,1,229,60834,7575,52143,1116,564936,,,,,4.784146373,3.879382637,4.717196014,3.047664195,,,,0,0,0
10/15/2020,1,230,60982,7672,52194,1116,567857,,,,,4.785201664,3.884908594,4.717620581,3.047664195,,,,0,0,0
10/16/2020,1,231,61194,7771,52304,1119,572705,,,,,4.786708842,3.890476909,4.718534903,3.048830087,,,,0,0,0
10/17/2020,1,232,61307,3627,56557,1123,576184,,,,,4.787510065,3.559547556,4.752486365,3.050379756,,,,0,0,0
10/18/2020,1,233,61440,3704,56611,1125,578841,,,,,4.788451207,3.568670978,4.752900827,3.051152522,,,,0,0,0
10/19/2020,1,234,61558,3736,56697,1125,578841,,,,,4.789284501,3.572406868,4.75356008,3.051152522,,,,0,0,0
10/20/2020,1,235,61630,3808,56697,1125,590635,,,,,4.789792168,3.58069694,4.75356008,3.051152522,,,,0,0,0
10/21/2020,1,236,61667,3845,56697,1125,595283,,,,,4.790052821,3.584896344,4.75356008,3.051152522,,,,0,0,0
10/22/2020,1,237,61805,3981,56697,1127,595283,,,,,4.791023611,3.599992178,4.75356008,3.051923916,,,,0,0,0
10/23/2020,1,238,61882,4056,56697,1129,602239,,,,,4.791564341,3.608097946,4.75356008,3.052693942,,,,0,0,0
10/24/2020,1,239,61930,3516,57285,1129,602239,,,,,4.79190108,3.546048866,4.758040917,3.052693942,,,,0,0,0
10/25/2020,1,240,61992,3397,57465,1130,603611,,,,,4.792335648,3.531095547,4.759403411,3.053078443,,,,0,0,0
10/26/2020,1,241,62111,3408,57571,1132,612154,,,,,4.793168522,3.532499586,4.760203773,3.053846427,,,,0,0,0
10/27/2020,1,242,62224,3173,57916,1135,614480,,,,,4.793957926,3.501470072,4.762798559,3.054995862,,,,0,0,0
10/28/2020,1,243,62371,3137,58095,1139,617750,,,,,4.794982707,3.496514519,4.764138756,3.056523724,,,,0,0,0
10/29/2020,1,244,62521,3131,58249,1141,620758,,,,,4.796025916,3.495683068,4.765288474,3.057285644,,,,0,0,0
10/30/2020,1,245,62691,3117,58430,1144,620758,,,,,4.797205197,3.493736802,4.766635886,3.058426024,,,,0,0,0
10/31/2020,1,246,62853,3034,58675,1144,625510,,,,,4.798326012,3.482015576,4.768453098,3.058426024,,,,0,0,0
11/1/2020,1,247,62964,3028,58790,1146,627600,,,,,4.79909231,3.481155871,4.76930346,3.059184618,,,,0,0,0
11/2/2020,1,248,63036,2561,59328,1147,627600,,,,,4.799588647,3.408409578,4.773259708,3.059563418,,,,0,0,0
11/3/2020,1,249,63173,2388,59634,1151,627600,,,,,4.800531501,3.378034322,4.775493941,3.061075324,,,,0,0,0
11/4/2020,1,250,63328,2498,59675,1155,668729,,,,,4.801595773,3.397592434,4.775792428,3.062581984,,,,0,0,0
11/5/2020,1,251,63508,2605,59748,1155,673183,,,,,4.802828436,3.415807728,4.776323372,3.062581984,,,,0,0,0
11/6/2020,1,252,63731,2732,59844,1155,673183,,,,,4.804350733,3.436480695,4.777020614,3.062581984,,,,0,0,0
11/7/2020,1,253,63790,2751,59884,1155,681599,,,,,4.804752602,3.43949059,4.777310802,3.062581984,,,,0,0,0
11/8/2020,1,254,64090,3025,59910,1155,686395,,,,,4.806790272,3.480725379,4.77749932,3.062581984,,,,0,0,0
11/9/2020,1,255,64184,2957,60069,1158,687952,,,,,4.807426779,3.470851325,4.778650402,3.063708559,,,,0,0,0
11/10/2020,1,256,64336,2843,60333,1160,687952,,,,,4.808454056,3.45377686,4.780554921,3.064457989,,,,0,0,0
11/11/2020,1,257,64516,2617,60737,1162,687952,,,,,4.809667433,3.417803723,4.783453337,3.065206128,,,,0,0,0
11/12/2020,1,258,64728,2776,60790,1162,697544,,,,,4.811092188,3.443419462,4.783832143,3.065206128,,,,0,0,0
11/13/2020,1,259,64884,2785,60936,1163,697544,,,,,4.812137616,3.4448252,4.784873943,3.065579715,,,,0,0,0
11/14/2020,1,260,64996,2804,61029,1163,705809,,,,,4.81288663,3.447778009,4.785536254,3.065579715,,,,0,0,0
11/15/2020,1,261,65148,2912,61073,1163,705809,,,,,4.813901088,3.464191371,4.785849254,3.065579715,,,,0,0,0
11/16/2020,1,262,65305,2980,61162,1163,705809,,,,,4.814946434,3.474216264,4.786481678,3.065579715,,,,0,0,0
11/17/2020,1,263,65457,2957,61337,1163,705809,,,,,4.815956097,3.470851325,4.787722531,3.065579715,,,,0,0,0
11/18/2020,1,264,65693,3073,61457,1163,721516,,,,,4.817519095,3.48756256,4.788571357,3.065579715,,,,0,0,0
11/19/2020,1,265,65839,3101,61573,1165,724794,,,,,4.818483226,3.491501766,4.789390314,3.066325925,,,,0,0,0
11/20/2020,1,266,65982,3035,61782,1165,728128,,,,,4.819425475,3.482158695,4.790861963,3.066325925,,,,0,0,0
11/21/2020,1,267,66228,3178,61884,1166,739216,,,,,4.82104164,3.502153893,4.791578377,3.06669855,,,,0,0,0
11/22/2020,1,268,66383,3140,62076,1167,743298,,,,,4.822056875,3.496929648,4.792923724,3.067070856,,,,0,0,0
11/23/2020,1,269,66439,3030,62241,1168,743298,,,,,4.822423087,3.481442629,4.794076562,3.067442843,,,,0,0,0
11/24/2020,1,270,66607,3127,62311,1169,749136,,,,,4.823519873,3.495127881,4.794564721,3.067814511,,,,0,0,0
11/25/2020,1,271,66805,3143,62493,1169,749136,,,,,4.824808968,3.497344381,4.795831374,3.067814511,,,,0,0,0
11/26/2020,1,272,66974,3220,62585,1169,756237,,,,,4.825906238,3.507855872,4.796470257,3.067814511,,,,0,0,0
11/27/2020,1,273,67220,3363,62686,1171,756237,,,,,4.827498508,3.526726867,4.797170558,3.068556895,,,,0,0,0
