date,Goodnessfit,daily,confirmed_cases,active_cases,Recovered,total_deaths,total_tests,one dose of vacination,fully_vaccinated,total_vaccinations,,confirmed_cases_log,active_cases_log,discharged_cases_log,total_deaths_log,one dose of vacination_log,fully_vaccinated_log,Days,Fration_one dose of vacination,Fration_fully_vaccinated,Fration_total_vaccinations
11/28/2020,1,274,67330,3340,62819,1171,756237,,,,,4.828208614,3.523746467,4.798091019,3.068556895,,,,0,0,0
11/29/2020,1,275,67412,3184,63055,1173,756237,,,,,4.828737212,3.502973059,4.79971953,3.069298012,,,,0,0,0
11/30/2020,1,276,67557,3329,63055,1173,756237,,,,,4.829670356,3.522313795,4.79971953,3.069298012,,,,0,0,0
12/1/2020,1,277,67838,3232,63430,1176,779708,,,,,4.831473036,3.509471352,4.802294711,3.070407322,,,,0,0,0
12/2/2020,1,278,67960,2944,63839,1177,779708,,,,,4.83225337,3.468937806,4.805086075,3.070776463,,,,0,0,0
12/3/2020,1,279,68303,2833,64291,1179,779708,,,,,4.834439779,3.452246575,4.808150181,3.071513805,,,,0,0,0
12/4/2020,1,280,68627,2981,64467,1179,791539,,,,,4.836495014,3.474361976,4.809337461,3.071513805,,,,0,0,0
12/5/2020,1,281,68937,3107,64650,1180,791539,,,,,4.83845238,3.492341253,4.810568529,3.071882007,,,,0,0,0
12/6/2020,1,282,69255,3301,64774,1180,791539,,,,,4.840451134,3.518645524,4.811400717,3.071882007,,,,0,0,0
12/7/2020,1,283,69645,3517,64947,1181,803621,,,,,4.842889943,3.546172368,4.812559095,3.072249898,,,,0,0,0
12/8/2020,1,284,70195,3903,65110,1182,817913,,,,,4.846306178,3.591398551,4.813647695,3.072617477,,,,0,0,0
12/9/2020,1,285,70669,4243,65242,1184,822231,,,,,4.849228946,3.627673032,4.814527266,3.073351702,,,,0,0,0
12/10/2020,1,286,71344,4680,65474,1190,829743,,,,,4.853357455,3.670245853,4.816068874,3.075546961,,,,0,0,0
12/11/2020,1,287,72140,5228,65722,1190,833755,,,,,4.858176138,3.718335579,4.817710771,3.075546961,,,,0,0,0
12/12/2020,1,288,72757,5713,65850,1194,838333,,,,,4.861874783,3.756864224,4.818555779,3.077004327,,,,0,0,0
12/13/2020,1,289,73175,5888,66090,1197,845458,,,,,4.864362731,3.769967801,4.820135752,3.07809415,,,,0,0,0
12/14/2020,1,290,73374,5863,66314,1197,848194,,,,,4.865542195,3.768119894,4.821605225,3.07809415,,,,0,0,0
12/15/2020,1,291,74132,6438,66494,1200,848194,,,,,4.870005717,3.808750972,4.822782459,3.079181246,,,,0,0,0
12/16/2020,1,292,75062,7087,66775,1200,859357,,,,,4.875420132,3.850462433,4.824613897,3.079181246,,,,0,0,0
12/17/2020,1,293,76207,7896,67110,1201,864104,,,,,4.881994865,3.89740714,4.826787239,3.079543007,,,,0,0,0
12/18/2020,1,294,77013,8317,67484,1212,869362,,,,,4.886564041,3.919966701,4.829200817,3.08350262,,,,0,0,0
12/19/2020,1,295,77933,8931,67784,1218,874617,,,,,4.891721395,3.950900089,4.831127193,3.085647288,,,,0,0,0
12/20/2020,1,296,78434,8910,68303,1221,874617,,,,,4.894504364,3.949877704,4.834439779,3.086715664,,,,0,0,0
12/21/2020,1,297,78790,9080,68483,1227,893590,,,,,4.8964711,3.958085849,4.835582777,3.088844563,,,,0,0,0
12/22/2020,1,298,79789,9679,68879,1231,903800,,,,,4.901943022,3.98583049,4.838086833,3.090258053,,,,0,0,0
12/23/2020,1,299,80922,10412,69274,1236,903800,,,,,4.908066608,4.017534159,4.840570265,3.092018471,,,,0,0,0
12/24/2020,1,300,81963,11070,69651,1242,912114,,,,,4.913617846,4.044147621,4.842927356,3.094121596,,,,0,0,0
12/25/2020,1,301,82747,11262,70239,1246,912114,,,,,4.917752257,4.051615523,4.84657832,3.095518042,,,,0,0,0
12/26/2020,1,302,83576,11834,70495,1247,925215,,,,,4.922081582,4.073131565,4.848158315,3.095866453,,,,0,0,0
12/27/2020,1,303,84414,12126,71034,1254,925215,,,,,4.92641448,4.083717564,4.851466271,3.098297536,,,,0,0,0
12/28/2020,1,304,84811,12190,71357,1264,932327,,,,,4.928452184,4.086003706,4.853436583,3.101747074,,,,0,0,0
12/29/2020,1,305,85560,12356,71937,1267,937712,,,,,4.932270776,4.0918779,4.856952322,3.102776615,,,,0,0,0
12/30/2020,1,306,86576,11976,73322,1278,938602,,,,,4.937397517,4.078311787,4.865234303,3.106530854,,,,0,0,0
12/31/2020,1,307,87607,12605,73713,1289,948048,,,,,4.942538809,4.10054285,4.867544087,3.110252917,,,,0,0,0
1/1/2021,1,308,88587,12920,74373,1294,948048,,,,,4.947369995,4.111262514,4.8714153,3.111934276,,,,0,0,0
1/2/2021,1,309,89163,13072,74789,1302,952975,,,,,4.950184672,4.116342039,4.873837726,3.114610984,,,,0,0,0
1/3/2021,1,310,90080,13725,75044,1311,955429,,,,,4.954628378,4.137512353,4.875315975,3.117602692,,,,0,0,0
1/4/2021,1,311,91351,14334,75699,1318,958911,,,,,4.960713306,4.1563674,4.879090142,3.11991541,,,,0,0,0
1/5/2021,1,312,92705,14990,76396,1319,980046,,,,,4.967103158,4.175801633,4.88307062,3.120244796,,,,0,0,0
1/6/2021,1,313,94369,15816,77229,1324,980046,,,,,4.974829353,4.199096656,4.887780411,3.121887985,,,,0,0,0
1/7/2021,1,314,95934,16622,77982,1330,1004915,,,,,4.981972553,4.220683278,4.891994369,3.123851641,,,,0,0,0
1/8/2021,1,315,97478,17584,78552,1342,1011584,,,,,4.98890661,4.245117675,4.895157247,3.127752516,,,,0,0,0
1/9/2021,1,316,99063,18296,79417,1350,1018061,,,,,4.995911476,4.262356152,4.899913477,3.130333768,,,,0,0,0
1/10/2021,1,317,100087,18699,80030,1358,1025560,,,,,5.000377672,4.271818382,4.903252817,3.13289977,,,,0,0,0
1/11/2021,1,318,101331,19479,80491,1361,1033858,,,,,5.005742329,4.289566658,4.905747323,3.133858125,,,,0,0,0
1/12/2021,1,319,102601,19654,81574,1373,1033858,,,,,5.011151594,4.293450952,4.911551759,3.137670537,,,,0,0,0
1/13/2021,1,320,103999,20062,82555,1382,1033858,,,,,5.017029163,4.302374226,4.916743382,3.140508043,,,,0,0,0
1/14/2021,1,321,105478,20243,83830,1405,1135535,,,,,5.023161886,4.306274875,4.923399466,3.147676324,,,,0,0,0
1/15/2021,1,322,107345,21397,84535,1413,1141147,,,,,5.03078182,4.330352887,4.927036557,3.150142162,,,,0,0,0
1/16/2021,1,323,108943,22156,85367,1420,1147523,,,,,5.03719933,4.345491356,4.93129002,3.152288344,,,,0,0,0
1/17/2021,1,324,110387,19635,89317,1435,1154138,,,,,5.042917931,4.293030906,4.950934127,3.156851901,,,,0,0,0
1/18/2021,1,325,112004,20616,89939,1449,1172234,,,,,5.049233533,4.314204406,4.953948054,3.161068385,,,,0,0,0
1/19/2021,1,326,113305,20641,91200,1464,1191866,,,,,5.054249075,4.314730734,4.959994838,3.165541077,,,,0,0,0
1/20/2021,1,327,114691,20877,92336,1478,1198758,,,,,5.059529339,4.319668091,4.965371057,3.169674434,,,,0,0,0
1/21/2021,1,328,116655,21524,93646,1485,1203113,,,,,5.066903358,4.332922983,4.971489232,3.171726454,,,,0,0,0
1/22/2021,1,329,118138,23002,93646,1490,1225179,,,,,5.072389614,4.361765599,4.971489232,3.173186268,,,,0,0,0
1/23/2021,1,330,120602,23199,95901,1502,1241230,,,,,5.08135451,4.365469265,4.981823136,3.176669933,,,,0,0,0
1/24/2021,1,331,121566,22834,97228,1504,1258534,,,,,5.084812127,4.358581997,4.987791352,3.177247836,,,,0,0,0
1/25/2021,1,332,122996,23130,98359,1507,1270523,,,,,5.089890988,4.364175633,4.992814105,3.178113252,,,,0,0,0
1/26/2021,1,333,124299,23501,99276,1522,1270523,,,,,5.094467635,4.371086342,4.99684427,3.182414652,,,,0,0,0
1/27/2021,1,334,126160,24251,100365,1544,1270523,,,,,5.10092168,4.384729652,5.001582289,3.188647296,,,,0,0,0
1/28/2021,1,335,127560,24499,101511,1550,1270523,,,,,5.105714511,4.389148358,5.006513106,3.190331698,,,,0,0,0
1/29/2021,1,336,128674,24317,102780,1577,1270523,,,,,5.109490802,4.385909995,5.011908613,3.197831693,,,,0,0,0
1/30/2021,1,337,130557,26199,102780,1578,1270523,,,,,5.115800162,4.418284715,5.011908613,3.198106999,,,,0,0,0
1/31/2021,1,338,131242,24667,104989,1586,1302410,,,,,5.11807284,4.392116334,5.021143799,3.200303183,,,,0,0,0
2/1/2021,1,339,131918,24036,106275,1607,1302410,,,,,5.120304058,4.380862195,5.026431114,3.206015877,,,,0,0,0
2/2/2021,1,340,133552,24388,107551,1613,1302410,,,,,5.125650396,4.387176186,5.031614453,3.207634367,,,,0,0,0
2/3/2021,1,341,134690,24415,108657,1618,1302410,,,,,5.129335353,4.387656729,5.03605771,3.208978517,,,,0,0,0
2/4/2021,1,342,136030,23949,110449,1632,1302410,,,,,5.133634698,4.379287384,5.043161788,3.212720154,,,,0,0,0
2/5/2021,1,343,137654,24374,111639,1641,1302410,,,,,5.138788836,4.386926807,5.047815938,3.215108581,,,,0,0,0
2/6/2021,1,344,139242,25038,112557,1647,1302410,,,,,5.143770253,4.398599635,5.051372509,3.216693599,,,,0,0,0
2/7/2021,1,345,139748,24556,113525,1667,1302410,,,,,5.145345601,4.390157625,5.055091511,3.2219356,,,,0,0,0
2/8/2021,1,346,140391,24083,114635,1673,1398630,,,,,5.147339268,4.381710586,5.059317235,3.223495941,,,,0,0,0
2/9/2021,1,347,141447,23998,115755,1694,1398630,,,,,5.150593741,4.380175049,5.063539759,3.228913406,,,,0,0,0
2/10/2021,1,348,142578,23929,116947,1702,1398630,,,,,5.154052518,4.37892455,5.067989085,3.230959556,,,,0,0,0
2/11/2021,1,349,143516,23794,118012,1710,1398630,,,,,5.156900321,4.376467457,5.071926171,3.23299611,,,,0,0,0
2/12/2021,1,350,144521,23921,118866,1734,1398630,,,,,5.159930958,4.378779331,5.075057648,3.239049093,,,,0,0,0
2/13/2021,1,351,145664,23518,120399,1747,1398630,,,,,5.163352232,4.371400386,5.08062288,3.242292905,,,,0,0,0
2/14/2021,1,352,146184,23594,120838,1752,1398630,,,,,5.164899841,4.372801575,5.082203529,3.243534102,,,,0,0,0
2/15/2021,1,353,146928,22158,123009,1761,1441013,,,,,5.167104567,4.345530558,5.089936888,3.245759356,,,,0,0,0
2/16/2021,1,354,148296,22036,124483,1777,1441013,,,,,5.171129437,4.343132764,5.095110046,3.249687428,,,,0,0,0
2/17/2021,1,355,149369,21860,125722,1787,1441013,,,,,5.174260473,4.339650158,5.099411281,3.252124553,,,,0,0,0
2/18/2021,1,356,150246,22026,126417,1803,1441013,,,,,5.176802919,4.342935635,5.10180548,3.255995727,,,,0,0,0
2/19/2021,1,357,150908,21595,127500,1813,1441013,,,,,5.178712263,4.334353208,5.105510185,3.258397804,,,,0,0,0
2/20/2021,1,358,151553,21717,128005,1831,1441013,,,,,5.180564538,4.336799831,5.107226934,3.262688344,,,,0,0,0
2/21/2021,1,359,152074,22230,128005,1839,1441013,,,,,5.182054969,4.346939463,5.107226934,3.264581729,,,,0,0,0
2/22/2021,1,360,152616,21454,129300,1862,1489103,,,,,5.183600067,4.331508276,5.111598525,3.269979677,,,,0,0,0
2/23/2021,1,361,153187,21370,129943,1874,1489103,,,,,5.185221911,4.329804522,5.113752889,3.272769587,,,,0,0,0
2/24/2021,1,362,153842,21139,130818,1885,1489103,,,,,5.187074917,4.325084439,5.116667505,3.275311355,,,,0,0,0
2/25/2021,1,363,154476,20886,131699,1891,1489103,,,,,5.188861015,4.319855274,5.119582477,3.276691529,,,,0,0,0
2/26/2021,1,364,155076,20630,132544,1902,1489103,,,,,5.19054459,4.314499228,5.122360073,3.279210513,,,,0,0,0
2/27/2021,1,365,155417,20968,132544,1905,1489103,,,,,5.191498522,4.321557008,5.122360073,3.27989498,,,,0,0,0
2/28/2021,1,366,155657,19981,133768,1908,1489103,,,,,5.192168656,4.30061722,5.126352234,3.28057837,,,,0,0,0
3/1/2021,1,367,156017,20334,133768,1915,1544008,,,,,5.193171923,4.308222819,5.126352234,3.282168778,,,,0,0,0
3/2/2021,1,368,156496,20022,134551,1923,1544008,,,,,5.194503242,4.301507457,5.12888693,3.283979284,,,,0,0,0
3/3/2021,1,369,156963,19193,135831,1939,1544008,,,,,5.195797291,4.283142863,5.132998898,3.287577809,,,,0,0,0
3/4/2021,1,370,157671,19385,136335,1951,1544008,,,0,,5.197751822,4.287465805,5.134607362,3.290257269,,,,0,0,0
3/5/2021,1,371,158042,19753,136335,1954,1544008,2,,0,,5.198772517,4.295633064,5.134607362,3.290924559,0.301029996,,,9.21659E-09,0,0
3/6/2021,1,372,158237,18628,137645,1964,1544008,2,,0,,5.199308041,4.270166229,5.13876044,3.293141483,0.301029996,,,9.21659E-09,0,0
3/7/2021,1,373,158506,18662,137875,1969,1544008,2,,0,,5.200045706,4.270958185,5.139485525,3.294245716,0.301029996,,,9.21659E-09,0,0
3/8/2021,1,374,158906,18422,138502,1982,1601396,2,,0,,5.201140296,4.265336778,5.141456045,3.29710365,0.301029996,,,9.21659E-09,0,0
3/9/2021,1,375,159252,18762,138502,1988,1601396,2,,0,,5.202084895,4.273279132,5.141456045,3.29841638,0.301029996,,,9.21659E-09,0,0
3/10/2021,1,376,159646,17670,139983,1993,1601396,2,,0,,5.203158042,4.24723655,5.146075297,3.299507299,0.301029996,,,9.21659E-09,0,0
3/11/2021,1,377,159933,15528,142404,2001,1601396,2,,0,,5.203938084,4.191115522,5.153522188,3.301247089,0.301029996,,,9.21659E-09,0,0
3/12/2021,1,378,160332,14264,144059,2009,1601396,2,,0,,5.20502021,4.15424133,5.158540396,3.302979937,0.301029996,,,9.21659E-09,0,0
3/13/2021,1,379,160537,13810,144714,2013,1601396,2,,0,,5.205575143,4.140193679,5.160510548,3.303843775,0.301029996,,,9.21659E-09,0,0
3/14/2021,1,380,160657,13245,145399,2013,1601396,2,,0,,5.205899653,4.122051963,5.16256142,3.303843775,0.301029996,,,9.21659E-09,0,0
3/15/2021,1,381,160895,13127,145752,2016,1684305,8000,,8000,,5.206542548,4.118165485,5.163614523,3.304490528,3.903089987,,,3.68664E-05,0,3.68664E-05
3/16/2021,1,382,161074,12984,146072,2018,1684305,8000,,8000,,5.207025444,4.113408507,5.164566976,3.304921162,3.903089987,,,3.68664E-05,0,3.68664E-05
3/17/2021,1,383,161261,12839,146395,2027,1684305,8000,,8000,,5.207529349,4.108531199,5.165526244,3.306853749,3.903089987,,,3.68664E-05,0,3.68664E-05
3/18/2021,1,384,161409,12987,146395,2027,1684305,8000,,8000,,5.207927747,4.113508841,5.165526244,3.306853749,3.903089987,,,3.68664E-05,0,3.68664E-05
3/19/2021,1,385,161539,11973,147539,2027,1684305,8000,,8000,,5.20827739,4.078202983,5.168906836,3.306853749,3.903089987,,,3.68664E-05,0,3.68664E-05
3/20/2021,1,386,161651,11846,147775,2030,1684305,8000,,8000,,5.208578396,4.073571728,5.169600968,3.307496038,3.903089987,,,3.68664E-05,0,3.68664E-05
3/21/2021,1,387,161737,11808,147899,2030,1684305,8000,,8000,,5.208809383,4.072176344,5.169965238,3.307496038,3.903089987,,,3.68664E-05,0,3.68664E-05
3/22/2021,1,388,161868,11713,148125,2030,1727467,8000,,8000,,5.209161001,4.068668143,5.170628363,3.307496038,3.903089987,,,3.68664E-05,0,3.68664E-05
3/23/2021,1,389,162076,11515,148530,2031,1727467,8000,,8000,,5.20971871,4.061263942,5.171814181,3.307709923,3.903089987,,,3.68664E-05,0,3.68664E-05
3/24/2021,1,390,162178,11421,148726,2031,1727467,277458,,277458,,5.20999194,4.057704132,5.172386898,3.307709923,5.443197251,,,0.001278608,0,0.001278608
3/25/2021,1,391,162275,10357,149882,2036,1727467,277458,,277458,,5.210251618,4.015233976,5.17574948,3.308777774,5.443197251,,,0.001278608,0,0.001278608
3/26/2021,1,392,162388,10363,149986,2039,1727467,277458,,277458,,5.210553933,4.015485498,5.176050723,3.309417226,5.443197251,,,0.001278608,0,0.001278608
3/27/2021,1,393,162489,10243,150205,2041,1727467,277458,,277458,,5.210823966,4.010427173,5.17668439,3.309843005,5.443197251,,,0.001278608,0,0.001278608
3/28/2021,1,394,162593,10237,150308,2048,1727467,513626,,513626,,5.211101844,4.010172703,5.176982096,3.311329952,5.710647,,,0.00236694,0,0.00236694
3/29/2021,1,395,162641,10126,150466,2049,1767694,277458,,513626,,5.211230036,4.005437923,5.177438376,3.311541958,5.443197251,,,0.001278608,0,0.00236694
3/30/2021,1,396,162762,9174,151532,2056,1767694,277458,,513626,,5.211553018,3.962558736,5.180504355,3.31302311,5.443197251,,,0.001278608,0,0.00236694
3/31/2021,1,397,162891,9302,151532,2057,1767694,718412,,718412,,5.211897089,3.968576335,5.180504355,3.313234292,5.856373578,,,0.003310654,0,0.003310654
4/1/2021,1,398,162997,9231,151708,2058,1767694,818865,,818865,,5.212179611,3.965248751,5.181008483,3.31344537,5.913212309,,,0.003773571,0,0.003773571
4/2/2021,1,399,163063,9170,151835,2058,1767694,818865,,818865,,5.212355428,3.962369336,5.181371894,3.31344537,5.913212309,,,0.003773571,0,0.003773571
4/3/2021,1,400,163113,9202,151853,2058,1767694,818865,,818865,,5.212488575,3.963882229,5.181423376,3.31344537,5.913212309,,,0.003773571,0,0.003773571
4/4/2021,1,401,163195,9139,151998,2058,1767694,818865,,818865,,5.212706849,3.960898677,5.181837874,3.31344537,5.913212309,,,0.003773571,0,0.003773571
4/5/2021,1,402,163330,9227,152045,2058,1803177,818865,,818865,,5.213065962,3.965060521,5.181972143,3.31344537,5.913212309,,,0.003773571,0,0.003773571
4/6/2021,1,403,163388,7700,153630,2058,1803177,964387,,964387,,5.213220157,3.886490725,5.186476031,3.31344537,5.984251347,,,0.00444418,0,0.00444418
4/7/2021,1,404,163440,7594,153788,2058,1803177,964387,,964387,,5.213358354,3.880470593,5.186922449,3.31344537,5.984251347,,,0.00444418,0,0.00444418
4/8/2021,1,405,163581,7518,154005,2058,1803177,964387,,964387,,5.213732859,3.876102321,5.187534821,3.31344537,5.984251347,,,0.00444418,0,0.00444418
4/9/2021,1,406,163652,7520,154073,2059,1803177,964387,,964387,,5.213921317,3.876217841,5.187726539,3.313656347,5.984251347,,,0.00444418,0,0.00444418
4/10/2021,1,407,163736,7578,154098,2060,1803177,964387,,964387,,5.214144177,3.879554601,5.187797002,3.31386722,5.984251347,,,0.00444418,0,0.00444418
4/11/2021,1,408,163793,7626,154107,2060,1803177,964387,,964387,,5.214295337,3.882296801,5.187822366,3.31386722,5.984251347,,,0.00444418,0,0.00444418
4/12/2021,1,409,163837,7599,154177,2061,1838174,964387,,964387,,5.214411987,3.880756445,5.188019591,3.314077992,5.984251347,,,0.00444418,0,0.00444418
4/13/2021,1,410,163911,7625,154225,2061,1838174,964387,,964387,,5.2146081,3.882239848,5.188154779,3.314077992,5.984251347,,,0.00444418,0,0.00444418
4/14/2021,1,411,164000,7669,154270,2061,1838174,1043737,,1043737,,5.214843848,3.884738738,5.18828148,3.314077992,6.018591079,,,0.004809848,0,0.004809848
4/15/2021,1,412,164080,7734,154285,2061,1838174,1051096,,1051096,,5.215055647,3.888404168,5.188323705,3.314077992,6.021642383,,,0.00484376,0,0.00484376
4/16/2021,1,413,164147,7782,154304,2061,1838174,1081548,,1081548,,5.21523295,3.891091226,5.188377184,3.314077992,6.034045799,,,0.004984092,0,0.004984092
4/17/2021,1,414,164207,7821,154325,2061,1838174,1081548,,1081548,,5.215391667,3.893262286,5.188436286,3.314077992,6.034045799,,,0.004984092,0,0.004984092
4/18/2021,1,415,164233,7840,154332,2061,1838174,1096727,,1096727,,5.215460426,3.894316063,5.188455984,3.314077992,6.040098535,,,0.005054041,0,0.005054041
4/19/2021,1,416,164303,7910,154332,2061,1870915,1101827,,1101827,,5.215645493,3.898176483,5.188455984,3.314077992,6.04211341,,,0.005077544,0,0.005077544
4/20/2021,1,417,164423,8030,154332,2061,1870915,1114408,,1114408,,5.215962568,3.904715545,5.188455984,3.314077992,6.047044221,,,0.005135521,0,0.005135521
4/21/2021,1,418,164488,7986,154441,2061,1870915,1133325,,1133325,,5.21613422,3.902329306,5.188762605,3.314077992,6.054354469,,,0.005222696,0,0.005222696
4/22/2021,1,419,164588,7949,154578,2061,1870915,1148168,,1148168,,5.216398168,3.900312497,5.189147684,3.314077992,6.060005439,,,0.005291097,0,0.005291097
4/23/2021,1,420,164633,7929,154643,2061,1870915,1158582,,1158582,,5.216516892,3.899218418,5.189330266,3.314077992,6.063926777,,,0.005339088,0,0.005339088
4/24/2021,1,421,164684,7936,154687,2061,1870915,1167837,,1167837,,5.216651407,3.899601659,5.189453817,3.314077992,6.067382231,,,0.005381737,0,0.005381737
4/25/2021,1,422,164719,7731,154926,2062,1870915,1171515,,1171515,,5.216743697,3.888235673,5.190124308,3.314288661,6.068747854,,,0.005398687,0,0.005398687
4/26/2021,1,423,164756,7731,154963,2062,1912628,1175285,,1175285,,5.216841239,3.888235673,5.190228015,3.314288661,6.070143193,,,0.00541606,0,0.00541606
4/27/2021,1,424,164912,7837,155012,2063,1912628,1181941,,1181941,,5.217252259,3.894149847,5.19036532,3.314499228,6.072595798,,,0.005446733,0,0.005446733
4/28/2021,1,425,164993,7909,155021,2063,1912628,1191563,,1191563,,5.217465519,3.898121576,5.190390534,3.314499228,6.076117009,,,0.005491074,0,0.005491074
4/29/2021,1,426,165055,7951,155041,2063,1912628,1191563,,1191563,,5.217628685,3.900421753,5.190446561,3.314499228,6.076117009,,,0.005491074,0,0.005491074
4/30/2021,1,427,165110,7946,155101,2063,1912628,1191563,,1191563,,5.217773377,3.900148561,5.190614598,3.314499228,6.076117009,,,0.005491074,0,0.005491074
5/1/2021,1,428,165153,7981,155109,2063,1912628,1222109,,1222109,,5.217886467,3.902057311,5.190636998,3.314499228,6.087109942,,,0.005631839,0,0.005631839
5/2/2021,1,429,165167,7743,155361,2063,1912628,1229733,,1229733,,5.217923281,3.888909259,5.191342008,3.314499228,6.089810828,,,0.005666972,0,0.005666972
5/3/2021,1,430,165199,7765,155371,2063,1939165,1236815,,1236815,,5.218007414,3.89014146,5.191369961,3.314499228,6.092304744,,,0.005699608,0,0.005699608
5/4/2021,1,431,165215,7781,155371,2063,1939165,1246845,,1246845,,5.218049475,3.891035415,5.191369961,3.314499228,6.095812468,,,0.005745829,0,0.005745829
5/5/2021,1,432,165273,7805,155403,2065,1939165,1266742,,1266742,,5.21820191,3.892372907,5.191459398,3.314920056,6.10268817,,,0.005837521,0,0.005837521
5/6/2021,1,433,165301,7812,155424,2065,1939165,1289773,,1289773,,5.218275481,3.892762235,5.191518082,3.314920056,6.110513281,,,0.005943654,0,0.005943654
5/7/2021,1,434,165340,7821,155454,2065,1939165,1615787,,1615787,,5.218377933,3.893262286,5.191601901,3.314920056,6.20838411,,,0.007446023,0,0.007446023
5/8/2021,1,435,165370,7055,156250,2065,1939165,1653292,,1653292,,5.218456726,3.848497018,5.193820026,3.314920056,6.218349564,,,0.007618857,0,0.007618857
5/9/2021,1,436,165419,7057,156297,2065,1939165,1665698,,1665698,,5.218585391,3.848620117,5.193950642,3.314920056,6.221596264,,,0.007676028,0,0.007676028
5/10/2021,1,437,165468,7085,156318,2065,1977479,1697243,,1697243,,5.218714018,3.850339855,5.19400899,3.314920056,6.229744026,,,0.007821396,0,0.007821396
5/11/2021,1,438,165515,7092,156358,2065,1977479,1713306,,1713306,,5.218837358,3.850768727,5.194120107,3.314920056,6.233834936,,,0.007895419,0,0.007895419
5/12/2021,1,439,165559,7119,156374,2066,1977479,1748242,,1748242,,5.218952795,3.852418993,5.194164545,3.315130317,6.24260155,,,0.008056415,0,0.008056415
5/13/2021,1,440,165612,7159,156387,2066,1977479,1763552,,1763552,,5.219091802,3.854852362,5.194200649,3.315130317,6.24638827,,,0.008126968,0,0.008126968
5/14/2021,1,441,165661,7196,156399,2066,1977479,1767488,,1767488,,5.219220279,3.857091155,5.194233972,3.315130317,6.247356474,,,0.008145106,0,0.008145106
5/15/2021,1,442,165702,7224,156412,2066,1977479,1794552,,1794552,,5.21932775,3.858777737,5.194270069,3.315130317,6.253956047,,,0.008269825,0,0.008269825
5/16/2021,1,443,165709,7230,156413,2066,1977479,1811795,,1811795,,5.219346096,3.859138297,5.194272846,3.315130317,6.258109057,,,0.008349286,0,0.008349286
5/17/2021,1,444,165778,7296,156415,2067,2002653,1823095,,1823095,,5.219526896,3.863084825,5.194278399,3.315340477,6.2608093,,,0.008401359,0,0.008401359
5/18/2021,1,445,165809,7322,156420,2067,2002653,1842437,,1842437,,5.2196081,3.864629725,5.194292282,3.315340477,6.265392647,,,0.008490493,0,0.008490493
5/19/2021,1,446,165852,7329,156456,2067,2002653,1880788,,1880788,,5.219720713,3.865044722,5.194392223,3.315340477,6.274339845,,,0.008667226,0,0.008667226
5/20/2021,1,447,165901,7375,156459,2067,2002653,1894794,,1894794,,5.219849004,3.867762025,5.19440055,3.315340477,6.277562001,,,0.00873177,0,0.00873177
5/21/2021,1,448,165944,7415,156462,2067,2002653,1911254,,1911254,,5.219961554,3.870111155,5.194408877,3.315340477,6.281318407,,,0.008807622,0,0.008807622
5/22/2021,1,449,165979,7444,156468,2067,2002653,1927141,,1927141,,5.220053144,3.871806364,5.194425531,3.315340477,6.284913491,,,0.008880834,0,0.008880834
5/23/2021,1,450,166019,7476,156476,2067,2002653,1929237,,1929237,,5.220157794,3.873669293,5.194447736,3.315340477,6.285385582,,,0.008890493,0,0.008890493
5/24/2021,1,451,166061,7502,156492,2067,2093243,1929237,,1929237,,5.220267649,3.87517706,5.194492141,3.315340477,6.285385582,,,0.008890493,0,0.008890493
5/25/2021,1,452,166098,7499,156528,2071,2093243,1930922,8815,1939737,,5.220364403,3.875003354,5.194592036,3.316180099,6.285764731,3.945222317,,0.008898258,4.06221E-05,0.00893888
5/26/2021,1,453,166146,7546,156529,2071,2093243,1938611,15259,1953870,,5.22048989,3.877716801,5.194594811,3.316180099,6.287490673,4.183526073,,0.008933691,7.0318E-05,0.009004009
5/27/2021,1,454,166191,7585,156535,2071,2093243,1945273,22162,1967435,,5.220607501,3.879955585,5.194611458,3.316180099,6.288980559,4.345608951,,0.008964392,0.000102129,0.009066521
5/28/2021,1,455,166254,7637,156546,2071,2093243,1950298,33944,1984242,,5.220772103,3.882922791,5.194641975,3.316180099,6.290100975,4.530763019,,0.008987548,0.000156424,0.009143972
5/29/2021,1,456,166285,7657,156557,2071,2093243,1952694,44220,1996914,,5.220853075,3.884058647,5.194672491,3.316180099,6.290634192,4.645618738,,0.00899859,0.000203779,0.009202369
5/30/2021,1,457,166315,7686,156558,2071,2093243,1955652,58938,2014590,,5.22093142,3.88570038,5.194675265,3.316180099,6.291291576,4.770395394,,0.009012221,0.000271604,0.009283825
5/31/2021,1,458,166518,5638,158781,2099,2133061,1956598,73465,2030063,,5.221461186,3.751125072,5.200798533,3.322012439,6.291501605,4.866080483,,0.009016581,0.000338548,0.009355129
6/1/2021,1,459,166534,4500,159935,2099,2133061,1960493,90735,2051228,,5.221502914,3.653212514,5.203943515,3.322012439,6.292365296,4.957774844,,0.00903453,0.000418134,0.009452664
6/2/2021,1,460,166560,4515,159946,2099,2133061,1961883,148258,2110141,,5.221570712,3.654657755,5.203973384,3.322012439,6.292673104,5.171018137,,0.009040935,0.000683217,0.009724152
6/3/2021,1,461,166682,2044,162521,2117,2133061,1961883,148258,2110141,,5.221888703,3.310480891,5.210909486,3.325720858,6.292673104,5.171018137,,0.009040935,0.000683217,0.009724152
