report_date,daily,vaccinated,cumulative_completely_dosage,dosage,phase,vaccine type,Obs1,Obs2,Days,Fration_vaccinated,Fration_cumulative_completely_dosage,Days1,Booster,Booster_Ration,Days2,Goodness_vaacine,439913,,Goodness-original,,good
,,,,,,,,,,,,,,,,0.091212345,,,0.091212345,,2645158
,,,,,,,,,,,,,,,,0.091800862,,,0.091800862,,2662225
,,,,,,,,,,,,,,,,0.092479069,,,0.092479069,,2681893
,,,,,,,,,,,,,,,,0.093054793,,,0.093054793,,2698589
,,,,,,,,,,,,,,,,0.096581586,,,0.096581586,,2800866
,,,,,,,,,,,,,,,,0.099315897,,,0.099315897,,2880161
,,,,,,,,,,,,,,,,0.095583759,,,0.095583759,,2771929
,,,,,,,,,,,,,,,,0.106730345,,,0.106730345,,3095180
,,,,,,,,,,,,,,,,0.110545103,,,0.110545103,,3205808
,,,,,,,,,,,,,,,,0.112837862,,,0.112837862,,3272298
,,,,,,,,,,,,,,,,0.114649966,,,0.114649966,,3324849
,,,,,,,,,,,,,,,,0.11628831,,,0.11628831,,3372361
,,,,,,,,,,,,,,,,0.118939862,,,0.118939862,,3449256
,,,,,,,,,,,,,,,,0.121648241,,,0.121648241,,3527799
,,,,,,,,,,,,,,,,0.125325,,,0.125325,,3634425
,,,,,,,,,,,,,,,,0.128403207,,,0.128403207,,3723693
,,,,,,,,,,,,,,,,0.132019897,,,0.132019897,,3828577
,,,,,,,,,,,,,,,,0.133063241,,,0.133063241,,3858834
,,,,,,,,,,,,,,,,0.135558621,,,0.135558621,,3931200
,,,,,,,,,,,,,,,,0.137613,,,0.137613,,3990777
,,,,,,,,,,,,,,,,0.139782379,,,0.139782379,,4053689
,,,,,,,,,,,,,,,,0.141871276,,,0.141871276,,4114267
,,,,,,,,,,,,,,,,0.143962966,,,0.143962966,,4174926
,,,,,,,,,,,,,,,,0.145181931,,,0.145181931,,4210276
,,,,,,,,,,,,,,,,0.146337621,,,0.146337621,,4243791
,,,,,,,,,,,,,,,,0.148200897,,,0.148200897,,4297826
,,,,,,,,,,,,,,,,0.151016241,,,0.151016241,,4379471
,,,,,,,,,,,,,,,,0.152889862,,,0.152889862,,4433806
,,,,,,,,,,,,,,,,0.152889862,,,0.152889862,,4433806
,,,,,,,,,,,,,,,,0.157837655,,,0.157837655,,4577292
,,,,,,,,,,,,,,,,0.159477931,,,0.159477931,,4624860
,,,,,,,,,,,,,,,,0.161595207,,,0.161595207,,4686261
,,,,,,,,,,,,,,,,0.164952931,,,0.164952931,,4783635
,,,,,,,,,,,,,,,,0.169091138,,,0.169091138,,4903643
,,,,,,,,,,,,,,,,0.173754138,,,0.173754138,,5038870
,,,,,,,,,,,,,,,,0.178484621,,,0.178484621,,5176054
,,,,,,,,,,,,,,,,0.182907103,,,0.182907103,,5304306
,,,,,,,,,,,,,,,,0.186371034,,,0.186371034,,5404760
,,,,,,,,,,,,,,,,0.186371034,,,0.186371034,,5404760
,,,,,,,,,,,,,,,,0.193569517,,,0.193569517,,5613516
,,,,,,,,,,,,,,,,0.199383034,,,0.199383034,,5782108
,,,,,,,,,,,,,,,,0.202304552,,,0.202304552,,5866832
,,,,,,,,,,,,,,,,0.204286379,,,0.204286379,,5924305
,,,,,,,,,,,,,,,,0.204286379,,,0.204286379,,5924305
,,,,,,,,,,,,,,,,0.204286379,,,0.204286379,,5924305
,,,,,,,,,,,,,,,,0.204286379,,,0.204286379,,5924305
,,,,,,,,,,,,,,,,0.209821276,,,0.209821276,,6084817
,,,,,,,,,,,,,,,,0.214101966,,,0.214101966,,6208957
,,,,,,,,,,,,,,,,0.218965897,,,0.218965897,,6350011
,,,,,,,,,,,,,,,,0.223758379,,,0.223758379,,6488993
,,,,,,,,,,,,,,,,0.223758379,,,0.223758379,,6488993
,,,,,,,,,,,,,,,,0.223758379,,,0.223758379,,6488993
,,,,,,,,,,,,,,,,0.223758379,,,0.223758379,,6488993
,,,,,,,,,,,,,,,,0.232781724,,,0.232781724,,6750670
,,,,,,,,,,,,,,,,0.238199759,,,0.238199759,,6907793
,,,,,,,,,,,,,,,,0.24255469,,,0.24255469,,7034086
,,,,,,,,,,,,,,,,0.247084655,,,0.247084655,,7165455
,,,,,,,,,,,,,,,,0.252654172,,,0.252654172,,7326971
,,,,,,,,,,,,,,,,0.254761103,,,0.254761103,,7388072
,,,,,,,,,,,,,,,,0.256778483,,,0.256778483,,7446576
,,,,,,,,,,,,,,,,0.261782138,,,0.261782138,,7591682
,,,,,,,,,,,,,,,,0.268570552,,,0.268570552,,7788546
,,,,,,,,,,,,,,,,0.273319586,,,0.273319586,,7926268
,,,,,,,,,,,,,,,,0.27982031,,,0.27982031,,8114789
,,,,,,,,,,,,,,,,0.283381724,,,0.283381724,,8218070
,,,,,,,,,,,,,,,,0.287147241,,,0.287147241,,8327270
,,,,,,,,,,,,,,,,0.288501759,,,0.288501759,,8366551
,,,,,,,,,,,,,,,,0.293597207,,,0.293597207,,8514319
,,,,,,,,,,,,,,,,0.298226345,,,0.298226345,,8648564
,,,,,,,,,,,,,,,,0.301866724,,,0.301866724,,8754135
,,,,,,,,,,,,,,,,0.30499269,,,0.30499269,,8844788
,,,,,,,,,,,,,,,,0.309547034,,,0.309547034,,8976864
,,,,,,,,,,,,,,,,0.311134483,,,0.311134483,,9022900
,,,,,,,,,,,,,,,,0.311595034,,,0.311595034,,9036256
,,,,,,,,,,,,,,,,0.313764069,,,0.313764069,,9099158
,,,,,,,,,,,,,,,,0.317765276,,,0.317765276,,9215193
,,,,,,,,,,,,,,,,0.319774966,,,0.319774966,,9273474
,,,,,,,,,,,,,,,,0.323766207,,,0.323766207,,9389220
,,,,,,,,,,,,,,,,0.325520621,,,0.325520621,,9440098
,,,,,,,,,,,,,,,,0.327231034,,,0.327231034,,9489700
,,,,,,,,,,,,,,,,0.328459586,,,0.328459586,,9525328
,,,,,,,,,,,,,,,,0.330676724,,,0.330676724,,9589625
,,,,,,,,,,,,,,,,0.333710345,,,0.330676724,,9677600
,,,,,,,,,,,,,,,,0.334957172,,,0.334957172,,9713758
,,,,,,,,,,,,,,,,0.33586469,,,0.334957172,,9740076
,,,,,,,,,,,,,,,,0.337467069,,,0.337467069,,9786545
,,,,,,,,,,,,,,,,0.338099034,,,0.337467069,,9804872
,,,,,,,,,,,,,,,,0.338889483,,,0.338889483,,9827795
,,,,,,,,,,,,,,,,0.341805931,,,0.338889483,,9912372
,,,,,,,,,,,,,,,,0.345105241,,,0.345105241,,10008052
,,,,,,,,,,,,,,,,0.346888552,,,0.346888552,,10059768
,,,,,,,,,,,,,,,,0.351476621,,,0.351476621,,10192822
,,,,,,,,,,,,,,,,0.352755655,,,0.352755655,,10229914
,,,,,,,,,,,,,,,,0.353257276,,,0.353257276,,10244461
,,,,,,,,,,,,,,,,0.354095793,,,0.354095793,,10268778
,,,,,,,,,,,,,,,,0.357234448,,,0.357234448,,10359799
,,,,,,,,,,,,,,,,0.357128724,,,0.357128724,,10356733
,,,,,,,,,,,,,,,,0.358834897,,,0.358834897,,10406212
,,,,,,,,,,,,,,,,0.360571379,,,0.360571379,,10456570
,,,,,,,,,,,,,,,,0.361904828,,,0.361904828,,10495240
,,,,,,,,,,,,,,,,0.362801103,,,0.362801103,,10521232
,,,,,,,,,,,,,,,,0.363659034,,,0.363659034,,10546112
,,,,,,,,,,,,,,,,0.365292345,,,0.365292345,,10593478
,,,,,,,,,,,,,,,,0.367798966,,,0.365292345,,10666170
,,,,,,,,,,,,,,,,0.371367276,,,0.371367276,,10769651
,,,,,,,,,,,,,,,,0.376183448,,,0.371367276,,10909320
,,,,,,,,,,,,,,,,0.378901414,,,0.378901414,,10988141
,,,,,,,,,,,,,,,,0.379406517,,,0.378901414,,11002789
,,,,,,,,,,,,,,,,0.380373931,,,0.380373931,,11030844
,,,,,,,,,,,,,,,,0.383837655,,,0.380373931,,11131292
,,,,,,,,,,,,,,,,0.387635793,,,0.387635793,,11241438
,,,,,,,,,,,,,,,,0.390929069,,,0.390929069,,11336943
,,,,,,,,,,,,,,,,0.395738621,,,0.395738621,,11476420
,,,,,,,,,,,,,,,,0.399789552,,,0.399789552,,11593897
,,,,,,,,,,,,,,,,0.401304379,,,0.401304379,,11637827
,,,,,,,,,,,,,,,,0.402681414,,,0.402681414,,11677761
,,,,,,,,,,,,,,,,0.406465793,,,0.406465793,,11787508
,,,,,,,,,,,,,,,,0.411519379,,,0.411519379,,11934062
,,,,,,,,,,,,,,,,0.41498631,,,0.41498631,,12034603
,,,,,,,,,,,,,,,,0.420241379,,,0.420241379,,12187000
,,,,,,,,,,,,,,,,0.423734483,,,0.423734483,,12288300
,,,,,,,,,,,,,,,,0.424890621,,,0.424890621,,12321828
,,,,,,,,,,,,,,,,0.426926276,,,0.426926276,,12380862
,,,,,,,,,,,,,,,,0.431758655,,,0.431758655,,12521001
,,,,,,,,,,,,,,,,0.435330966,,,0.435330966,,12624598
,,,,,,,,,,,,,,,,0.438854828,,,0.438854828,,12726790
,,,,,,,,,,,,,,,,0.442335552,,,0.442335552,,12827731
,,,,,,,,,,,,,,,,0.443974828,,,0.443974828,,12875270
,,,,,,,,,,,,,,,,0.444894931,,,0.444894931,,12901953
,,,,,,,,,,,,,,,,0.446031207,,,0.446031207,,12934905
,,,,,,,,,,,,,,,,0.447045069,,,0.447045069,,12964307
