Date,Total_doses,new_doses,Vaccinated_pop,Fully_vaccinated_pop,%pop,good,Goodness_vaacine
21/4/2021,173812,3453,170068,0,0,0,0
22/4/2021,177665,3453,172585,0,0,0,0
23/4/2021,180718,3453,175102,0,0,0,0
24/4/2021,184171,3453,177619,0,0,0,0
25/4/2021,187624,3453,180136,0,0,0,0
26/4/2021,191077,3453,182653,0,0,0,0
27/4/2021,194530,3453,185170,0,0,0,0
28/4/2021,197983,3453,187687,0,0,0,0
29/4/2021,201436,3453,190204,0,0,0,0
30/4/2021,204889,3453,192721,0,0,0,0
1/5/2021,208342,3453,195238,0,0,0,0
2/5/2021,211795,3453,197755,0,0,0,0
3/5/2021,215248,3453,200272,0,0,0,0
4/5/2021,218701,3453,202789,0,0,0,0
5/5/2021,222154,3453,205306,0,0,0,0
6/5/2021,225607,3453,207823,0,0,0,0
7/5/2021,229060,3453,210340,0,0,0,0
8/5/2021,232713,3453,212857,0,0,0,0
9/5/2021,235966,3453,215374,0,0,0,0
10/5/2021,239419,3453,217891,0,0,0,0
11/5/2021,242872,3453,220408,0,0,0,0
12/5/2021,246325,3453,222925,0,0,0,0
13/5/2021,249778,3453,225442,0,0,0,0
14/5/2021,253231,3453,227959,0,0,0,0
15/5/2021,256684,3453,230476,0,0,0,0
16/5/2021,260137,3453,232993,0,0,0,0
17/5/2021,263590,3453,235510,0,0,0,0
18/5/2021,267043,3453,238027,0,0,0,0
19/5/2021,270496,3453,240544,0,0,0,0
20/5/2021,273949,3453,243061,0,0,0,0
21/5/2021,277402,3453,245578,0,0,0,0
22/5/2021,280855,3453,248095,0,0,0,0
23/5/2021,284308,3453,250612,0,0,0,0
24/5/2021,287761,3453,253129,0,0,0,0
25/5/2021,291214,3453,255646,0,0,0,0
26/5/2021,294667,3453,258163,0,0,0,0
27/5/2021,298120,3453,260680,0,0,0,0
28/5/2021,301573,3453,263197,0,0,0,0
29/5/2021,305026,3453,265714,0,0,0,0
30/5/2021,308479,3453,268231,0,0,0,0
31/5/2021,311938,3459,270784,41154,0.49,0,0
1/6/2021,312779,841,270784,41995,0.5,0,0
2/6/2021,313620,841,270784,42836,0.51,0,0
3/6/2021,314461,841,270784,43677,0.52,0,0
4/6/2021,315302,841,270784,44518,0.53,0,0
5/6/2021,316143,841,270784,45359,0.54,0,0
6/6/2021,316984,841,270784,46200,0.54,0,0
7/6/2021,317825,841,270784,47041,0.55,0,0
8/6/2021,318666,841,270784,47882,0.56,0,0
9/6/2021,332956,14290,270784,62172,0.73,0,0
10/6/2021,347246,14290,270784,76462,0.9,0,0
11/6/2021,349988,2742,271642,78345,0.92,0,0
12/6/2021,352730,2742,272500,80228,0.95,0,0
13/6/2021,355472,2742,273358,82111,0.97,0,0
14/6/2021,358214,2742,274216,83994,0.99,0,0
15/6/2021,360956,2742,275074,85877,1.01,0,0
16/6/2021,363698,2742,275932,87760,1.04,0,0
17/6/2021,366440,2742,276790,89643,1.06,0,0
18/6/2021,369182,2742,277648,91526,1.08,0,0
19/6/2021,371924,2742,278506,93409,1.1,0,0
20/6/2021,374666,2742,279364,95292,1.12,0,0
21/6/2021,377408,2742,280222,97175,1.15,0,0
22/6/2021,380150,2742,281080,99058,1.17,0,0
23/6/2021,382892,2742,281938,100941,1.19,0,0
24/6/2021,385634,2742,282796,102824,1.21,0,0
25/6/2021,388376,2742,283654,104707,1.24,0,0
26/6/2021,391118,2742,284512,106590,1.26,0,0
27/6/2021,393860,2742,285370,108473,1.28,0,0
28/6/2021,396602,2742,286228,110356,1.3,0,0
29/6/2021,399344,2742,287086,112239,1.32,0,0
30/6/2021,402086,2742,287944,114122,1.35,0,0
1/7/2021,404828,2742,288802,116005,1.37,0,0
2/7/2021,407570,2742,289660,117888,1.39,0,0
3/7/2021,410312,2742,290518,119771,1.41,0,0
4/7/2021,413054,2742,291376,121654,1.43,0,0
5/7/2021,415796,2742,292234,123537,1.46,0,0
6/7/2021,418538,2742,293092,125420,1.48,0,0
7/7/2021,421280,2742,293950,127303,1.5,0,0
8/7/2021,424022,2742,294808,129186,1.52,0,0
9/7/2021,426764,2742,295666,131069,1.55,0,0
10/7/2021,429506,2742,296524,132952,1.57,0,0
11/7/2021,432248,2742,297382,134835,1.59,0,0
12/7/2021,434990,2742,298240,136718,1.61,0,0
13/7/2021,437732,2742,299098,138601,1.63,0,0
14/7/2021,440474,2742,299956,140484,1.66,0,0
15/7/2021,443216,2742,300814,142367,1.68,0,0
16/7/2021,445958,2742,301672,144250,1.7,0,0
17/7/2021,448700,2742,302530,146133,1.72,0,0
18/7/2021,451442,2742,303388,148016,1.75,0,0
19/7/2021,454206,2766,304278,149930,1.77,0,0
20/7/2021,455579,1371,305402,150177,1.77,0,0
21/7/2021,456950,1371,306526,150424,1.77,0,0
22/7/2021,458321,1371,307650,150671,1.78,0,0
23/7/2021,459692,1371,308774,150918,1.78,0,0
24/7/2021,461063,1371,309898,151165,1.78,0,0
25/7/2021,462434,1371,311022,151412,1.79,0,0
26/7/2021,463805,1371,312146,151659,1.79,0,0
27/7/2021,465176,1371,313270,151906,1.79,0,0
28/7/2021,466547,1371,314394,152153,1.79,0,0
29/7/2021,467918,1371,315518,152400,1.8,0,0
30/7/2021,469289,1371,316642,152647,1.8,0,0
31/7/2021,470660,1371,317766,152894,1.8,0,0
1/8/2021,472031,1371,318890,153141,1.81,0,0
2/8/2021,473402,1371,320014,153388,1.81,0,0
3/8/2021,474776,1374,321139,153637,1.81,0,0
4/8/2021,478349,3573,323242,155106,1.83,0,0
5/8/2021,481922,3573,325345,156575,1.85,0,0
6/8/2021,485495,3573,327448,158044,1.86,0,0
7/8/2021,489068,3573,329551,159513,1.88,0,0
8/8/2021,492641,3573,331654,160982,1.9,0,0
9/8/2021,496214,3573,333757,162451,1.92,0,0
10/8/2021,499787,3573,335860,163920,1.93,0,0
11/8/2021,503360,3573,337963,165389,1.95,0,0
12/8/2021,506933,3573,340066,166858,1.97,0,0
13/8/2021,510506,3573,342169,168327,1.99,0,0
14/8/2021,514079,3573,344272,169796,2,0,0
15/8/2021,517652,3573,346375,171265,2.02,0,0
16/8/2021,521225,3573,348478,172734,2.04,0,0
17/8/2021,524798,3573,350581,174203,2.05,0,0
18/8/2021,528371,3573,352684,175672,2.07,0,0
19/8/2021,531944,3573,354787,177141,2.09,0,0
20/8/2021,535518,3574,356897,178621,2.11,0,0
21/8/2021,542794,7276,360481,182312,2.15,0,0
22/8/2021,550070,7276,364065,186003,2.19,0,0
23/8/2021,557346,7276,367649,189694,2.24,0,0
24/8/2021,564622,7276,371233,193385,2.28,0,0
25/8/2021,571898,7276,374817,197076,2.32,0,0
26/8/2021,579174,7276,378401,200767,2.37,0,0
27/8/2021,586450,7276,381985,204458,2.41,0,0
28/8/2021,593726,7276,385569,208149,2.46,0,0
29/8/2021,601002,7276,389153,211840,2.5,0,0
30/8/2021,608278,7276,392737,215531,2.54,0,0
31/8/2021,615554,7276,396321,219222,2.59,0,0
1/9/2021,622830,7276,399905,222913,2.63,0,0
2/9/2021,630106,7276,403489,226604,2.67,0,0
3/9/2021,637382,7276,407073,230295,2.72,0,0
4/9/2021,644658,7276,410657,233986,2.76,0,0
5/9/2021,651941,7283,414249,237692,2.8,0,0
6/9/2021,667014,15073,416815,250199,2.95,0,0
7/9/2021,682087,15073,419381,262706,3.1,0,0
8/9/2021,697160,15073,421947,275213,3.25,0,0
9/9/2021,712233,15073,424513,287720,3.39,0,0
10/9/2021,727306,15073,427079,300227,3.54,0,0
11/9/2021,742379,15073,429645,312734,3.69,0,0
12/9/2021,757452,15073,432211,325241,3.84,0,0
13/9/2021,772525,15073,434777,337748,3.98,0,0
14/9/2021,787598,15073,437343,350255,4.13,0,0
15/9/2021,802671,15073,439909,362762,4.28,0,0
16/9/2021,817744,15073,442475,375269,4.43,0,0
17/9/2021,832822,15078,445041,387781,4.57,0,0
18/9/2021,856366,23544,466533,389832,4.6,0,0
19/9/2021,879910,23544,488025,391883,4.62,0,0
20/9/2021,903454,23544,509517,393934,4.65,0,0
21/9/2021,926998,23544,531009,395985,4.67,0,0
22/9/2021,950542,23544,552501,398036,4.69,0,0
23/9/2021,974086,23544,573993,400087,4.72,0,0
